date,state,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential
2021-07-14,Pahang,-49.0,2.0,-33.0,-53.0,-38.0,23.0
2021-07-15,Pahang,-50.0,-1.0,-34.0,-53.0,-37.0,23.0
2021-07-16,Pahang,-54.0,-1.0,-37.0,-58.0,-35.0,25.0
2021-07-17,Pahang,-57.0,-5.0,-49.0,-62.0,-22.0,22.0
2021-07-18,Pahang,-61.0,-10.0,-48.0,-65.0,-27.0,24.0
2021-07-19,Pahang,-46.0,21.0,-30.0,-52.0,-45.0,22.0
2021-07-20,Pahang,-67.0,-34.0,-28.0,-63.0,-70.0,31.0
2021-07-21,Pahang,-55.0,-9.0,-32.0,-58.0,-47.0,24.0
2021-07-22,Pahang,-52.0,-8.0,-34.0,-53.0,-39.0,23.0
2021-07-23,Pahang,-55.0,-5.0,-37.0,-58.0,-36.0,25.0
2021-07-24,Pahang,-62.0,-20.0,-50.0,-64.0,-24.0,25.0
2021-07-25,Pahang,-63.0,-22.0,-48.0,-68.0,-26.0,24.0
2021-07-26,Pahang,-50.0,-7.0,-33.0,-51.0,-38.0,23.0
2021-07-27,Pahang,-50.0,-2.0,-33.0,-48.0,-36.0,23.0
2021-07-28,Pahang,-50.0,-3.0,-31.0,-51.0,-37.0,23.0
2021-07-29,Pahang,-50.0,-9.0,-34.0,-50.0,-36.0,24.0
2021-07-30,Pahang,-58.0,-7.0,-38.0,-62.0,-58.0,31.0
2021-07-31,Pahang,-60.0,-16.0,-50.0,-63.0,-24.0,25.0
2021-08-01,Pahang,-59.0,-16.0,-46.0,-66.0,-25.0,23.0
2021-08-02,Pahang,-46.0,-1.0,-32.0,-49.0,-35.0,22.0
2021-08-03,Pahang,-46.0,2.0,-31.0,-49.0,-35.0,22.0
2021-08-04,Pahang,-45.0,0.0,-30.0,-49.0,-36.0,22.0
2021-08-05,Pahang,-45.0,-2.0,-33.0,-51.0,-35.0,23.0
2021-08-06,Pahang,-49.0,0.0,-35.0,-57.0,-33.0,24.0
2021-08-07,Pahang,-55.0,-8.0,-48.0,-60.0,-22.0,23.0
2021-08-08,Pahang,-58.0,-15.0,-47.0,-65.0,-27.0,23.0
2021-08-09,Pahang,-44.0,0.0,-30.0,-49.0,-38.0,22.0
2021-08-10,Pahang,-46.0,5.0,-28.0,-52.0,-54.0,27.0
2021-08-11,Pahang,-44.0,0.0,-30.0,-48.0,-36.0,21.0
2021-08-12,Pahang,-45.0,-2.0,-31.0,-49.0,-35.0,22.0
2021-08-13,Pahang,-50.0,-2.0,-36.0,-55.0,-33.0,24.0
2021-08-14,Pahang,-55.0,-11.0,-46.0,-59.0,-22.0,23.0
2021-08-15,Pahang,-57.0,-15.0,-44.0,-64.0,-25.0,22.0
2021-08-16,Pahang,-44.0,0.0,-28.0,-47.0,-36.0,21.0
2021-08-17,Pahang,-45.0,3.0,-31.0,-47.0,-36.0,23.0
2021-08-18,Pahang,-46.0,1.0,-32.0,-48.0,-35.0,22.0
2021-08-19,Pahang,-43.0,3.0,-33.0,-49.0,-34.0,22.0
2021-08-20,Pahang,-47.0,2.0,-36.0,-56.0,-32.0,23.0
2021-08-21,Pahang,-52.0,-5.0,-42.0,-58.0,-21.0,22.0
2021-08-22,Pahang,-53.0,-10.0,-39.0,-62.0,-24.0,21.0
2021-08-23,Pahang,-41.0,3.0,-24.0,-46.0,-33.0,20.0
2021-08-24,Pahang,-42.0,5.0,-25.0,-45.0,-32.0,20.0
2021-08-25,Pahang,-40.0,6.0,-24.0,-46.0,-33.0,20.0
2021-08-26,Pahang,-41.0,3.0,-25.0,-47.0,-32.0,20.0
2021-08-27,Pahang,-45.0,4.0,-29.0,-52.0,-29.0,21.0
2021-08-28,Pahang,-50.0,-5.0,-39.0,-55.0,-18.0,20.0
2021-08-29,Pahang,-52.0,-8.0,-39.0,-61.0,-24.0,21.0
2021-08-30,Pahang,-37.0,8.0,-20.0,-45.0,-35.0,19.0
2021-08-31,Pahang,-44.0,9.0,-18.0,-50.0,-62.0,26.0
2021-09-01,Pahang,-38.0,9.0,-24.0,-45.0,-32.0,18.0
2021-09-02,Pahang,-40.0,8.0,-26.0,-44.0,-31.0,20.0
2021-09-03,Pahang,-44.0,10.0,-27.0,-52.0,-28.0,20.0
2021-09-04,Pahang,-48.0,2.0,-34.0,-53.0,-17.0,18.0
2021-09-05,Pahang,-48.0,0.0,-28.0,-55.0,-22.0,18.0
2021-09-06,Pahang,-36.0,13.0,-16.0,-42.0,-31.0,18.0
2021-09-07,Pahang,-36.0,17.0,-16.0,-40.0,-29.0,18.0
2021-09-08,Pahang,-36.0,16.0,-14.0,-40.0,-30.0,17.0
2021-09-09,Pahang,-36.0,13.0,-16.0,-41.0,-29.0,18.0
2021-09-10,Pahang,-39.0,12.0,-18.0,-48.0,-27.0,19.0
2021-09-11,Pahang,-44.0,5.0,-26.0,-49.0,-16.0,16.0
2021-09-12,Pahang,-45.0,1.0,-19.0,-54.0,-23.0,16.0
2021-09-13,Pahang,-33.0,14.0,-12.0,-39.0,-30.0,17.0
2021-09-14,Pahang,-35.0,15.0,-11.0,-39.0,-29.0,17.0
2021-09-15,Pahang,-34.0,13.0,-11.0,-39.0,-30.0,15.0
2021-09-16,Pahang,-35.0,14.0,4.0,-41.0,-59.0,22.0
2021-09-17,Pahang,-39.0,12.0,-14.0,-48.0,-31.0,18.0
2021-09-18,Pahang,-45.0,0.0,-24.0,-50.0,-17.0,16.0
2021-09-19,Pahang,-47.0,-4.0,-25.0,-52.0,-22.0,16.0
2021-09-20,Pahang,-32.0,14.0,-13.0,-37.0,-29.0,16.0
2021-09-21,Pahang,-33.0,16.0,-15.0,-37.0,-28.0,16.0
2021-09-22,Pahang,-33.0,12.0,-14.0,-39.0,-27.0,16.0
2021-09-23,Pahang,-31.0,15.0,-12.0,-37.0,-27.0,16.0
2021-09-24,Pahang,-34.0,16.0,-12.0,-42.0,-25.0,16.0
2021-09-25,Pahang,-38.0,8.0,-17.0,-44.0,-14.0,13.0
2021-09-26,Pahang,-38.0,4.0,-12.0,-46.0,-20.0,12.0
2021-09-27,Pahang,-28.0,15.0,-7.0,-32.0,-27.0,14.0
2021-09-28,Pahang,-29.0,19.0,-10.0,-31.0,-25.0,15.0
2021-09-29,Pahang,-28.0,17.0,-5.0,-33.0,-26.0,14.0
2021-09-30,Pahang,-26.0,18.0,-6.0,-31.0,-25.0,14.0
2021-10-01,Pahang,-31.0,18.0,-12.0,-39.0,-24.0,15.0
2021-10-02,Pahang,-33.0,13.0,-12.0,-40.0,-14.0,12.0
2021-10-03,Pahang,-32.0,11.0,-2.0,-39.0,-20.0,11.0
2021-10-04,Pahang,-24.0,18.0,-2.0,-29.0,-25.0,13.0
2021-10-05,Pahang,-25.0,20.0,-8.0,-28.0,-23.0,13.0
2021-10-06,Pahang,-22.0,22.0,-3.0,-28.0,-24.0,13.0
2021-10-07,Pahang,-23.0,18.0,-8.0,-28.0,-23.0,13.0
2021-10-08,Pahang,-25.0,23.0,-1.0,-32.0,-21.0,13.0
2021-10-09,Pahang,-29.0,14.0,-4.0,-34.0,-14.0,10.0
2021-10-10,Pahang,-26.0,12.0,4.0,-32.0,-20.0,9.0
2021-10-11,Pahang,-15.0,22.0,7.0,-16.0,-22.0,10.0
2021-10-12,Pahang,-14.0,27.0,6.0,-12.0,-20.0,11.0
2021-10-13,Pahang,-10.0,25.0,12.0,-12.0,-21.0,10.0
2021-10-14,Pahang,-8.0,24.0,18.0,-2.0,-21.0,10.0
2021-10-15,Pahang,-6.0,33.0,30.0,-3.0,-20.0,9.0
2021-10-16,Pahang,-9.0,25.0,26.0,-4.0,-16.0,7.0
2021-10-17,Pahang,-5.0,22.0,33.0,-8.0,-22.0,6.0
2021-10-18,Pahang,4.0,33.0,42.0,5.0,-28.0,8.0
2021-10-19,Pahang,8.0,41.0,57.0,9.0,-51.0,13.0
2021-10-20,Pahang,-9.0,24.0,13.0,-5.0,-21.0,9.0
2021-10-21,Pahang,-5.0,24.0,16.0,-8.0,-20.0,9.0
2021-10-22,Pahang,-5.0,28.0,26.0,-11.0,-17.0,10.0
2021-10-23,Pahang,-7.0,23.0,21.0,-8.0,-12.0,8.0
2021-10-24,Pahang,-2.0,24.0,29.0,-3.0,-17.0,7.0
2021-10-25,Pahang,2.0,32.0,20.0,0.0,-18.0,7.0
2021-10-26,Pahang,-2.0,35.0,18.0,-5.0,-15.0,8.0
2021-10-27,Pahang,0.0,32.0,20.0,-8.0,-15.0,7.0
2021-10-28,Pahang,0.0,26.0,20.0,-2.0,-15.0,8.0
2021-10-29,Pahang,2.0,34.0,33.0,1.0,-13.0,8.0
2021-10-30,Pahang,1.0,29.0,29.0,5.0,-12.0,6.0
2021-10-31,Pahang,5.0,32.0,33.0,10.0,-16.0,5.0
2021-11-01,Pahang,3.0,33.0,23.0,4.0,-15.0,6.0
2021-11-02,Pahang,2.0,36.0,17.0,12.0,-13.0,7.0
2021-11-03,Pahang,14.0,46.0,40.0,27.0,-24.0,6.0
2021-11-04,Pahang,31.0,51.0,85.0,38.0,-55.0,11.0
2021-11-05,Pahang,16.0,48.0,66.0,10.0,-31.0,8.0
2021-11-06,Pahang,10.0,36.0,46.0,27.0,-18.0,4.0
2021-11-07,Pahang,8.0,32.0,34.0,40.0,-19.0,3.0
2021-11-08,Pahang,7.0,35.0,25.0,17.0,-16.0,6.0
2021-11-09,Pahang,0.0,33.0,16.0,2.0,-12.0,7.0
2021-11-10,Pahang,0.0,31.0,16.0,1.0,-12.0,7.0
2021-11-11,Pahang,0.0,25.0,20.0,1.0,-11.0,8.0
2021-11-12,Pahang,1.0,31.0,29.0,-1.0,-9.0,8.0
2021-11-13,Pahang,-2.0,25.0,24.0,-1.0,-11.0,8.0
2021-11-14,Pahang,0.0,26.0,31.0,4.0,-15.0,7.0
2020-02-15,Penang,-3.0,-5.0,-1.0,-6.0,0.0,3.0
2020-02-16,Penang,-5.0,-5.0,2.0,-4.0,-2.0,2.0
2020-02-17,Penang,-6.0,-6.0,-3.0,-8.0,2.0,2.0
2020-02-18,Penang,-10.0,-9.0,-13.0,-15.0,1.0,3.0
2020-02-19,Penang,-8.0,-7.0,-6.0,-11.0,2.0,2.0
2020-02-20,Penang,-5.0,-5.0,-10.0,-10.0,3.0,1.0
2020-02-21,Penang,-6.0,-8.0,-13.0,-7.0,5.0,2.0
2020-02-22,Penang,-5.0,-7.0,-8.0,-10.0,2.0,2.0
2020-02-23,Penang,-8.0,-9.0,-4.0,-8.0,0.0,2.0
2020-02-24,Penang,-7.0,-6.0,-10.0,-10.0,1.0,2.0
2020-02-25,Penang,-6.0,-6.0,-11.0,-14.0,2.0,2.0
2020-02-26,Penang,-6.0,-7.0,-12.0,-10.0,2.0,2.0
2020-02-27,Penang,-6.0,-8.0,-17.0,-8.0,3.0,2.0
2020-02-28,Penang,-2.0,-5.0,-12.0,-4.0,5.0,2.0
2020-02-29,Penang,2.0,-1.0,-2.0,-3.0,0.0,1.0
2020-03-01,Penang,-3.0,-4.0,0.0,-1.0,-2.0,1.0
2020-03-02,Penang,-4.0,-2.0,-10.0,-6.0,1.0,2.0
2020-03-03,Penang,-4.0,-3.0,-13.0,-11.0,2.0,2.0
2020-03-04,Penang,-5.0,-5.0,-12.0,-10.0,3.0,2.0
2020-03-05,Penang,-5.0,-6.0,-16.0,-9.0,2.0,2.0
2020-03-06,Penang,-3.0,-5.0,-13.0,-6.0,5.0,2.0
2020-03-07,Penang,0.0,-1.0,-5.0,-5.0,0.0,2.0
2020-03-08,Penang,-4.0,-3.0,0.0,-6.0,0.0,1.0
2020-03-09,Penang,-6.0,-2.0,-11.0,-10.0,1.0,2.0
2020-03-10,Penang,-7.0,0.0,-15.0,-12.0,1.0,2.0
2020-03-11,Penang,-8.0,-3.0,-19.0,-12.0,1.0,3.0
2020-03-12,Penang,-9.0,-5.0,-22.0,-10.0,1.0,3.0
2020-03-13,Penang,-8.0,-4.0,-21.0,-8.0,2.0,3.0
2020-03-14,Penang,-11.0,-4.0,-20.0,-8.0,-3.0,4.0
2020-03-15,Penang,-15.0,-7.0,-15.0,-9.0,-6.0,4.0
2020-03-16,Penang,-7.0,21.0,-10.0,-6.0,-10.0,4.0
2020-03-17,Penang,-8.0,30.0,-20.0,0.0,-10.0,3.0
2020-03-18,Penang,-58.0,-15.0,-55.0,-32.0,-49.0,26.0
2020-03-19,Penang,-68.0,-25.0,-70.0,-54.0,-55.0,32.0
2020-03-20,Penang,-72.0,-29.0,-77.0,-64.0,-61.0,38.0
2020-03-21,Penang,-76.0,-34.0,-83.0,-70.0,-58.0,35.0
2020-03-22,Penang,-84.0,-61.0,-86.0,-78.0,-56.0,34.0
2020-03-23,Penang,-78.0,-47.0,-79.0,-70.0,-69.0,40.0
2020-03-24,Penang,-78.0,-46.0,-79.0,-72.0,-70.0,41.0
2020-03-25,Penang,-77.0,-45.0,-79.0,-71.0,-70.0,41.0
2020-03-26,Penang,-77.0,-45.0,-79.0,-72.0,-68.0,41.0
2020-03-27,Penang,-77.0,-43.0,-81.0,-73.0,-67.0,43.0
2020-03-28,Penang,-80.0,-51.0,-85.0,-77.0,-60.0,38.0
2020-03-29,Penang,-83.0,-61.0,-85.0,-80.0,-53.0,33.0
2020-03-30,Penang,-77.0,-47.0,-79.0,-73.0,-66.0,39.0
2020-03-31,Penang,-76.0,-44.0,-79.0,-73.0,-66.0,39.0
2020-04-01,Penang,-77.0,-49.0,-79.0,-73.0,-65.0,39.0
2020-04-02,Penang,-78.0,-48.0,-81.0,-74.0,-66.0,40.0
2020-04-03,Penang,-79.0,-49.0,-82.0,-77.0,-64.0,43.0
2020-04-04,Penang,-81.0,-56.0,-86.0,-79.0,-58.0,38.0
2020-04-05,Penang,-83.0,-62.0,-86.0,-81.0,-52.0,34.0
2020-04-06,Penang,-74.0,-43.0,-78.0,-73.0,-63.0,38.0
2020-04-07,Penang,-75.0,-43.0,-79.0,-74.0,-65.0,39.0
2020-04-08,Penang,-76.0,-45.0,-79.0,-73.0,-64.0,39.0
2020-04-09,Penang,-75.0,-44.0,-80.0,-74.0,-63.0,39.0
2020-04-10,Penang,-78.0,-46.0,-82.0,-77.0,-63.0,42.0
2020-04-11,Penang,-79.0,-50.0,-85.0,-79.0,-55.0,37.0
2020-04-12,Penang,-81.0,-56.0,-85.0,-81.0,-49.0,33.0
2020-04-13,Penang,-73.0,-42.0,-76.0,-74.0,-61.0,37.0
2020-04-14,Penang,-76.0,-45.0,-79.0,-74.0,-63.0,39.0
2020-04-15,Penang,-77.0,-48.0,-79.0,-73.0,-62.0,40.0
2020-04-16,Penang,-79.0,-46.0,-80.0,-72.0,-62.0,39.0
2020-04-17,Penang,-82.0,-49.0,-82.0,-76.0,-61.0,42.0
2020-04-18,Penang,-84.0,-53.0,-86.0,-78.0,-54.0,38.0
2020-04-19,Penang,-85.0,-58.0,-85.0,-80.0,-47.0,33.0
2020-04-20,Penang,-78.0,-44.0,-78.0,-70.0,-56.0,36.0
2020-04-21,Penang,-78.0,-42.0,-77.0,-70.0,-57.0,36.0
2020-04-22,Penang,-79.0,-45.0,-78.0,-70.0,-57.0,37.0
2020-04-23,Penang,-76.0,-39.0,-78.0,-71.0,-55.0,36.0
2020-04-24,Penang,-81.0,-43.0,-81.0,-76.0,-56.0,40.0
2020-04-25,Penang,-82.0,-47.0,-84.0,-78.0,-49.0,36.0
2020-04-26,Penang,-85.0,-58.0,-86.0,-81.0,-44.0,33.0
2020-04-27,Penang,-76.0,-39.0,-75.0,-71.0,-52.0,35.0
2020-04-28,Penang,-78.0,-40.0,-77.0,-71.0,-54.0,35.0
2020-04-29,Penang,-77.0,-41.0,-77.0,-69.0,-51.0,33.0
2020-04-30,Penang,-75.0,-31.0,-88.0,-63.0,-49.0,33.0
2020-05-01,Penang,-77.0,-29.0,-88.0,-71.0,-71.0,44.0
2020-05-02,Penang,-78.0,-38.0,-90.0,-70.0,-43.0,34.0
2020-05-03,Penang,-79.0,-44.0,-88.0,-71.0,-38.0,30.0
2020-05-04,Penang,-71.0,-27.0,-85.0,-60.0,-41.0,29.0
2020-05-05,Penang,-71.0,-26.0,-85.0,-58.0,-42.0,29.0
2020-05-06,Penang,-69.0,-23.0,-84.0,-55.0,-41.0,29.0
2020-05-07,Penang,-68.0,-21.0,-85.0,-60.0,-56.0,33.0
2020-05-08,Penang,-65.0,-23.0,-85.0,-56.0,-33.0,28.0
2020-05-09,Penang,-64.0,-24.0,-86.0,-53.0,-27.0,25.0
2020-05-10,Penang,-65.0,-29.0,-85.0,-56.0,-27.0,23.0
2020-05-11,Penang,-60.0,-15.0,-82.0,-51.0,-43.0,26.0
2020-05-12,Penang,-61.0,-19.0,-83.0,-49.0,-31.0,22.0
2020-05-13,Penang,-59.0,-15.0,-80.0,-45.0,-28.0,22.0
2020-05-14,Penang,-58.0,-15.0,-82.0,-47.0,-28.0,21.0
2020-05-15,Penang,-58.0,-14.0,-83.0,-49.0,-26.0,22.0
2020-05-16,Penang,-58.0,-15.0,-84.0,-51.0,-21.0,22.0
2020-05-17,Penang,-61.0,-22.0,-83.0,-55.0,-23.0,22.0
2020-05-18,Penang,-52.0,-8.0,-79.0,-42.0,-26.0,19.0
2020-05-19,Penang,-52.0,-7.0,-79.0,-38.0,-26.0,19.0
2020-05-20,Penang,-50.0,-8.0,-76.0,-38.0,-26.0,20.0
2020-05-21,Penang,-49.0,-3.0,-76.0,-34.0,-26.0,19.0
2020-05-22,Penang,-52.0,-5.0,-80.0,-41.0,-28.0,23.0
2020-05-23,Penang,-51.0,3.0,-80.0,-42.0,-30.0,22.0
2020-05-24,Penang,-63.0,-39.0,-74.0,-36.0,-35.0,19.0
2020-05-25,Penang,-51.0,-11.0,-73.0,-42.0,-70.0,31.0
2020-05-26,Penang,-50.0,-7.0,-76.0,-44.0,-63.0,30.0
2020-05-27,Penang,-48.0,-9.0,-75.0,-37.0,-34.0,22.0
2020-05-28,Penang,-49.0,-10.0,-76.0,-41.0,-29.0,21.0
2020-05-29,Penang,-51.0,-14.0,-79.0,-46.0,-25.0,22.0
2020-05-30,Penang,-51.0,-14.0,-80.0,-45.0,-15.0,21.0
2020-05-31,Penang,-52.0,-17.0,-78.0,-48.0,-16.0,19.0
2020-06-01,Penang,-45.0,-7.0,-74.0,-37.0,-22.0,17.0
2020-06-02,Penang,-46.0,-10.0,-76.0,-37.0,-23.0,17.0
2020-06-03,Penang,-46.0,-10.0,-74.0,-35.0,-22.0,18.0
2020-06-04,Penang,-48.0,-13.0,-77.0,-40.0,-22.0,18.0
2020-06-05,Penang,-45.0,-10.0,-68.0,-41.0,-20.0,19.0
2020-06-06,Penang,-45.0,-11.0,-71.0,-40.0,-13.0,18.0
2020-06-07,Penang,-46.0,-16.0,-67.0,-40.0,-14.0,17.0
2020-06-08,Penang,-37.0,3.0,-60.0,-37.0,-61.0,27.0
2020-06-09,Penang,-41.0,-8.0,-62.0,-35.0,-21.0,15.0
2020-06-10,Penang,-37.0,-8.0,-58.0,-27.0,-21.0,14.0
2020-06-11,Penang,-35.0,-8.0,-39.0,-30.0,-21.0,13.0
2020-06-12,Penang,-38.0,-12.0,-43.0,-33.0,-19.0,15.0
2020-06-13,Penang,-36.0,-11.0,-41.0,-29.0,-13.0,11.0
2020-06-14,Penang,-38.0,-16.0,-38.0,-33.0,-13.0,9.0
2020-06-15,Penang,-32.0,-4.0,-32.0,-26.0,-21.0,11.0
2020-06-16,Penang,-33.0,-6.0,-34.0,-27.0,-21.0,12.0
2020-06-17,Penang,-33.0,-4.0,-29.0,-25.0,-20.0,12.0
2020-06-18,Penang,-32.0,-5.0,-33.0,-27.0,-20.0,12.0
2020-06-19,Penang,-33.0,-7.0,-37.0,-28.0,-19.0,13.0
2020-06-20,Penang,-30.0,-5.0,-33.0,-23.0,-12.0,10.0
2020-06-21,Penang,-30.0,-11.0,-26.0,-26.0,-13.0,8.0
2020-06-22,Penang,-26.0,-2.0,-23.0,-22.0,-23.0,11.0
2020-06-23,Penang,-28.0,-1.0,-29.0,-23.0,-22.0,11.0
2020-06-24,Penang,-31.0,-6.0,-30.0,-25.0,-19.0,11.0
2020-06-25,Penang,-31.0,-7.0,-29.0,-25.0,-20.0,11.0
2020-06-26,Penang,-28.0,-5.0,-27.0,-22.0,-18.0,12.0
2020-06-27,Penang,-25.0,-4.0,-22.0,-22.0,-14.0,10.0
2020-06-28,Penang,-29.0,-10.0,-19.0,-25.0,-14.0,8.0
2020-06-29,Penang,-27.0,-3.0,-20.0,-23.0,-18.0,10.0
2020-06-30,Penang,-23.0,2.0,-23.0,-25.0,-18.0,10.0
2020-07-01,Penang,-27.0,-3.0,-26.0,-24.0,-18.0,10.0
2020-07-02,Penang,-24.0,0.0,-23.0,-23.0,-18.0,9.0
2020-07-03,Penang,-22.0,-1.0,-19.0,-21.0,-16.0,10.0
2020-07-04,Penang,-19.0,1.0,-13.0,-21.0,-13.0,8.0
2020-07-05,Penang,-22.0,-4.0,-9.0,-25.0,-15.0,6.0
2020-07-06,Penang,-22.0,-2.0,-16.0,-24.0,-20.0,9.0
2020-07-07,Penang,-23.0,-1.0,-28.0,-32.0,-36.0,14.0
2020-07-08,Penang,-23.0,0.0,-19.0,-23.0,-17.0,9.0
2020-07-09,Penang,-23.0,-1.0,-20.0,-24.0,-17.0,9.0
2020-07-10,Penang,-20.0,-1.0,-14.0,-20.0,-16.0,9.0
2020-07-11,Penang,-20.0,-2.0,-9.0,-21.0,-36.0,10.0
2020-07-12,Penang,-21.0,-7.0,-6.0,-23.0,-16.0,6.0
2020-07-13,Penang,-18.0,2.0,-11.0,-19.0,-23.0,9.0
2020-07-14,Penang,-22.0,1.0,-20.0,-22.0,-17.0,9.0
2020-07-15,Penang,-22.0,-2.0,-21.0,-29.0,-15.0,9.0
2020-07-16,Penang,-25.0,-8.0,-29.0,-30.0,-15.0,9.0
2020-07-17,Penang,-19.0,-5.0,-18.0,-26.0,-13.0,9.0
2020-07-18,Penang,-18.0,-3.0,-18.0,-29.0,-12.0,9.0
2020-07-19,Penang,-18.0,-5.0,-9.0,-30.0,-13.0,7.0
2020-07-20,Penang,-22.0,-2.0,-22.0,-28.0,-16.0,9.0
2020-07-21,Penang,-24.0,-4.0,-26.0,-30.0,-16.0,9.0
2020-07-22,Penang,-25.0,-6.0,-28.0,-30.0,-15.0,10.0
2020-07-23,Penang,-21.0,0.0,-23.0,-29.0,-14.0,8.0
2020-07-24,Penang,-21.0,-5.0,-24.0,-26.0,-12.0,9.0
2020-07-25,Penang,-15.0,2.0,-16.0,-25.0,-11.0,8.0
2020-07-26,Penang,-20.0,-2.0,-13.0,-30.0,-13.0,7.0
2020-07-27,Penang,-22.0,-1.0,-19.0,-27.0,-15.0,8.0
2020-07-28,Penang,-20.0,2.0,-19.0,-25.0,-15.0,8.0
2020-07-29,Penang,-18.0,6.0,-16.0,-15.0,-16.0,7.0
2020-07-30,Penang,-13.0,15.0,-14.0,-7.0,-27.0,5.0
2020-07-31,Penang,-24.0,-8.0,-10.0,-24.0,-62.0,16.0
2020-08-01,Penang,-21.0,-4.0,-1.0,-20.0,-32.0,8.0
2020-08-02,Penang,-21.0,-6.0,-7.0,-12.0,-22.0,3.0
2020-08-03,Penang,-13.0,11.0,-5.0,-11.0,-22.0,6.0
2020-08-04,Penang,-17.0,7.0,-15.0,-22.0,-17.0,7.0
2020-08-05,Penang,-19.0,4.0,-15.0,-24.0,-15.0,8.0
2020-08-06,Penang,-20.0,1.0,-17.0,-27.0,-15.0,8.0
2020-08-07,Penang,-19.0,1.0,-17.0,-26.0,-12.0,8.0
2020-08-08,Penang,-18.0,1.0,-15.0,-28.0,-11.0,8.0
2020-08-09,Penang,-21.0,-3.0,-13.0,-31.0,-12.0,8.0
2020-08-10,Penang,-22.0,0.0,-15.0,-29.0,-16.0,8.0
2020-08-11,Penang,-24.0,-4.0,-23.0,-32.0,-16.0,9.0
2020-08-12,Penang,-25.0,-2.0,-25.0,-30.0,-15.0,10.0
2020-08-13,Penang,-24.0,-4.0,-24.0,-31.0,-15.0,9.0
2020-08-14,Penang,-23.0,-4.0,-20.0,-30.0,-12.0,9.0
2020-08-15,Penang,-23.0,-1.0,-19.0,-31.0,-10.0,9.0
2020-08-16,Penang,-28.0,-8.0,-23.0,-34.0,-13.0,10.0
2020-08-17,Penang,-25.0,-1.0,-20.0,-29.0,-14.0,8.0
2020-08-18,Penang,-25.0,0.0,-24.0,-30.0,-14.0,8.0
2020-08-19,Penang,-24.0,-1.0,-17.0,-25.0,-14.0,8.0
2020-08-20,Penang,-19.0,5.0,-10.0,-28.0,-42.0,16.0
2020-08-21,Penang,-25.0,-4.0,-14.0,-32.0,-19.0,12.0
2020-08-22,Penang,-26.0,-7.0,-19.0,-31.0,-11.0,10.0
2020-08-23,Penang,-26.0,-9.0,-15.0,-32.0,-13.0,8.0
2020-08-24,Penang,-23.0,-1.0,-16.0,-32.0,-18.0,9.0
2020-08-25,Penang,-24.0,-2.0,-25.0,-32.0,-14.0,8.0
2020-08-26,Penang,-23.0,0.0,-20.0,-31.0,-12.0,8.0
2020-08-27,Penang,-23.0,0.0,-24.0,-27.0,-13.0,8.0
2020-08-28,Penang,-19.0,2.0,-17.0,-23.0,-11.0,7.0
2020-08-29,Penang,-17.0,4.0,-12.0,-21.0,-12.0,6.0
2020-08-30,Penang,-17.0,-4.0,3.0,-25.0,-14.0,5.0
2020-08-31,Penang,-3.0,22.0,28.0,-10.0,-65.0,14.0
2020-09-01,Penang,-18.0,9.0,-18.0,-21.0,-15.0,6.0
2020-09-02,Penang,-23.0,1.0,-23.0,-27.0,-14.0,8.0
2020-09-03,Penang,-22.0,-3.0,-23.0,-28.0,-12.0,8.0
2020-09-04,Penang,-20.0,-5.0,-22.0,-28.0,-10.0,9.0
2020-09-05,Penang,-16.0,0.0,-14.0,-25.0,-9.0,7.0
2020-09-06,Penang,-18.0,-3.0,-12.0,-29.0,-12.0,7.0
2020-09-07,Penang,-20.0,-1.0,-15.0,-26.0,-13.0,7.0
2020-09-08,Penang,-20.0,1.0,-18.0,-25.0,-14.0,7.0
2020-09-09,Penang,-21.0,0.0,-20.0,-27.0,-12.0,7.0
2020-09-10,Penang,-24.0,-7.0,-27.0,-26.0,-12.0,7.0
2020-09-11,Penang,-20.0,-3.0,-17.0,-29.0,-10.0,7.0
2020-09-12,Penang,-19.0,-2.0,-18.0,-29.0,-10.0,7.0
2020-09-13,Penang,-19.0,-4.0,-13.0,-35.0,-12.0,6.0
2020-09-14,Penang,-19.0,-1.0,-12.0,-29.0,-11.0,7.0
2020-09-15,Penang,-14.0,4.0,-6.0,-25.0,-13.0,5.0
2020-09-16,Penang,-4.0,21.0,21.0,-24.0,-59.0,18.0
2020-09-17,Penang,-22.0,-5.0,-19.0,-29.0,-13.0,8.0
2020-09-18,Penang,-24.0,-10.0,-25.0,-31.0,-11.0,10.0
2020-09-19,Penang,-18.0,-2.0,-11.0,-27.0,-10.0,7.0
2020-09-20,Penang,-22.0,-9.0,-16.0,-36.0,-13.0,8.0
2020-09-21,Penang,-20.0,-2.0,-13.0,-28.0,-12.0,7.0
2020-09-22,Penang,-22.0,-3.0,-22.0,-29.0,-13.0,8.0
2020-09-23,Penang,-23.0,-1.0,-21.0,-30.0,-11.0,9.0
2020-09-24,Penang,-23.0,-4.0,-24.0,-28.0,-12.0,9.0
2020-09-25,Penang,-23.0,-5.0,-21.0,-24.0,-9.0,9.0
2020-09-26,Penang,-18.0,0.0,-14.0,-26.0,-10.0,8.0
2020-09-27,Penang,-20.0,-4.0,-10.0,-32.0,-12.0,7.0
2020-09-28,Penang,-20.0,3.0,-14.0,-23.0,-11.0,8.0
2020-09-29,Penang,-20.0,5.0,-15.0,-25.0,-12.0,8.0
